^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS4096
!dataset_title = Mutant p53 depletion effect on MDA-468.shp53 breast tumor cell line
!dataset_description = Analysis of MDA-468.shp53 cells cultured under 3D conditions in the presence of DOX.  These cells express a DOX-inducible shRNA targeting endogenous mutant p53. The p53-reduced cells have an invasive, highly disorganized appearance. Results provide insight into role of mutant p53 in breast cancer.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 22265415
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE31812
!dataset_order = none
!dataset_update_date = Jun 07 2012
^SUBSET = GDS4096_1
!subset_dataset_id = GDS4096
!subset_description = doxycycline present
!subset_sample_id = GSM789232,GSM789234,GSM789236
!subset_type = growth protocol
^SUBSET = GDS4096_2
!subset_dataset_id = GDS4096
!subset_description = doxycycline absent
!subset_sample_id = GSM789231,GSM789233,GSM789235
!subset_type = growth protocol
^DATASET = GDS4096
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM789232 = Value for GSM789232: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789234 = Value for GSM789234: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789236 = Value for GSM789236: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789231 = Value for GSM789231: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789233 = Value for GSM789233: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789235 = Value for GSM789235: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
!dataset_table_begin
ID_REF	IDENTIFIER	GSM789232	GSM789234	GSM789236	GSM789231	GSM789233	GSM789235
8171170	chrX:2976263-2976543	7.02617	7.0239	6.91637	6.81461	6.87644	7.05415
8171172	MXRA5	6.92681	7.03562	6.75205	7.03771	6.94384	6.98852
8171180	chrX:3450160-3450292	8.53333	8.28402	8.26994	8.85266	8.19523	8.26138
8171182	PRKX	9.88916	9.69638	9.6817	10.0093	10.0111	9.79021
8171193	chrX:3559485-3559596	5.35005	5.03821	4.99813	5.8092	5.2156	4.93876
8171195	chrX:3977629-3977693	4.07287	4.14584	4.04269	3.87822	4.101	3.91792
8171199	chrX:3977766-3977834	3.724	3.55695	3.57522	3.65373	3.74489	3.67792
8171201	chrX:5087481-5087548	3.32058	3.40691	3.4714	3.36012	3.48182	3.37657
8171203	chrX:5088762-5088831	6.95457	6.85793	6.88577	6.82445	6.82381	7.02594
8171205	NLGN4X	6.33249	6.42713	6.2743	6.31863	6.28509	6.50729
8171216	VCX3B	5.07616	4.47926	4.55243	4.73441	4.82826	4.99344
8171222	PUDP	9.64417	10.1182	10.0719	9.95967	10.1495	10.3102
8171229	PNPLA4	8.5583	8.70847	8.49236	8.36821	8.54713	8.45875
8171240	VCX3B	6.98809	6.92165	6.85042	6.91216	6.78296	6.95684
8171248	ANOS1	5.75521	5.63463	5.69382	5.97169	5.72573	5.78529
8171260	FAM9A	4.3401	4.57942	4.3933	4.35025	4.81678	4.51493
8171271	FAM9B	5.42501	5.5761	5.52331	5.37674	5.51536	5.61252
8171284	GPR143	7.69054	7.83575	7.69738	7.77963	7.60351	7.62143
8171295	chrX:9842643-9842741	8.23712	7.79964	8.17709	8.43537	7.74828	7.99455
8171297	MID1	9.87327	9.90409	9.82231	10.8878	10.7185	10.751
8171311	chrX:11134214-11134313	4.13338	3.60626	4.39923	4.73244	4.11563	4.32353
8171313	ARHGAP6	5.82117	5.85577	5.80201	5.83719	5.86518	5.99588
8171334	chrX:12072944-12073045	4.00453	3.97058	3.99188	4.12255	3.97184	3.91574
8171336	chrX:12632189-12632316	9.46667	9.02956	9.16588	9.16183	9.10855	9.20669
8171338	FAM9C	5.03026	4.98759	4.98276	4.97537	4.94837	5.11374
8171348	ATXN3L	4.09351	4.02316	4.03805	4.08166	4.05483	4.14122
8171350	LOC645769	7.14364	6.97636	6.95197	6.79185	7.1064	7.3822
8171352	TRAPPC2	7.94992	8.20746	8.41074	8.10509	7.88241	7.8014
8171359	GPM6B	5.07638	4.9847	5.0705	5.30386	5.14999	4.99257
8171373	GEMIN8	8.02137	7.99706	8.08702	7.65515	7.83591	7.83645
8171381	FANCB	7.23819	7.43061	7.5927	7.74585	7.30709	7.35978
8171392	ASB9	5.87633	6.00275	5.90003	5.92538	5.8855	6.20373
8171403	ASB11	5.04691	5.07973	5.02392	4.83693	5.13287	5.15203
8171418	PIGA	8.58281	9.08105	8.81887	8.41465	8.61768	8.34106
8171427	PIR-FIGF	5.13691	5.0914	5.1433	5.03867	5.13841	4.99603
8171435	PIR-FIGF	9.04336	9.26813	9.31697	8.77389	9.0233	8.79825
8171449	ACE2	5.97248	6.09757	5.89217	6.00084	6.08501	6.01089
8171472	TMEM27	6.02844	6.27078	6.12267	5.78366	5.76149	5.87435
8171481	AP1S2	6.69834	6.76357	6.67385	6.73347	6.60967	6.67837
8171489	chrX:15934311-15934426	3.51032	3.52739	3.50487	3.47426	3.58736	3.48088
8171491	chrX:16557260-16557553	7.06065	6.83954	6.73342	6.95015	6.80172	6.77867
8171493	CTPS2	9.24247	9.41517	9.52069	9.45937	9.50256	9.5292
8171516	RBBP7	12.3913	12.3896	12.3202	12.4101	12.4517	12.4241
8171531	chrX:16893265-16893390	4.80328	4.83362	4.89106	5.14063	5.03867	4.96463
8171533	chrX:16930340-16930440	3.75402	3.80839	3.6784	3.62008	3.78661	3.70221
8171535	chrX:17062503-17062634	4.93211	4.83663	4.88699	4.8604	4.78684	4.56178
8171537	AF116603	5.00512	4.95356	4.82562	5.20579	4.95997	4.96696
8171539	RAI2	7.78224	7.59392	7.61968	7.70273	7.71123	7.6618
8171545	BEND2	5.13829	5.17042	5.04846	5.22819	5.06754	5.1293
8171561	SCML2	8.32493	8.50108	8.48044	8.62304	8.45751	8.26854
8171577	chrX:18414115-18414215	4.77249	4.54276	4.51922	4.7622	4.5129	4.66331
8171579	RS1	6.20932	6.44696	6.25362	6.2474	6.35146	6.33326
8171587	PHKA2	9.70417	9.64447	9.54329	9.55057	9.52694	9.3023
8171624	ADGRG2	5.9907	5.87847	5.80442	6.15267	5.94514	5.83786
8171653	MAP3K15	6.13991	6.19974	6.0517	5.91064	5.98475	6.18038
8171684	SH3KBP1	10.5114	10.8304	10.9621	10.2623	10.3229	10.3361
8171708	CXorf23	7.39604	7.47773	7.46306	7.47617	7.10354	7.2172
8171723	chrX:20003178-20003277	6.51459	5.7165	5.98885	7.19698	5.97785	6.02174
8171725	MAP7D2	5.90646	5.86415	5.79307	5.77245	5.98001	6.09915
8171747	EIF1AX	10.718	10.9127	11.0539	10.7063	11.0101	10.8968
8171758	SCARNA9L	7.67898	7.26178	7.22247	7.41202	7.86394	6.291
8171760	SCARNA9L	6.38224	6.00699	6.07478	5.95104	5.95104	6.05979
8171762	RPS6KA3	10.3682	10.1499	10.2986	10.1984	10.0527	9.91922
8171786	KLHL34	8.33711	8.36854	8.17679	8.06665	8.24575	8.35712
8171791	SMPX	4.93612	5.06136	4.93181	4.93314	5.09163	4.98098
8171798	AK021618	5.19204	5.08553	5.20632	5.24633	4.96717	5.07716
8171800	chrX:23525328-23525430	4.7543	4.82183	4.6439	4.74444	4.64569	5.01203
8171802	ACOT9	10.4763	10.6311	10.5653	10.2705	10.2907	10.2629
8171823	APOO	12.086	11.9161	11.96	12.2483	12.1936	12.0141
8171834	RPL9P11	11.7699	12.2297	12.2323	11.5203	11.7771	11.5945
8171837	KLHL15	8.92692	8.78624	8.77363	8.92545	8.82508	8.79657
8171844	SUPT20HL1	6.52468	6.20565	6.51685	6.30847	6.5539	6.46402
8171846	chrX:24447690-24448037	9.91602	10.6169	10.9368	10.5505	11.3094	10.7865
8171848	PCYT1B	6.51233	6.50449	6.46848	6.6644	6.60071	6.92046
8171865	chrX:24806509-24807186	9.89173	10.0332	10.36	9.37081	9.75467	9.53796
8171867	ARX	8.06787	8.1407	8.17588	7.95619	8.14798	8.42576
8171874	chrX:25078766-25079056	5.28428	5.20446	5.1781	5.15889	5.04982	5.09042
8171876	METTL1	7.7156	7.88351	7.88414	7.54669	7.71129	7.62706
8171879	chrX:25663839-25664444	7.53928	7.86106	7.57844	7.64278	8.16713	7.73739
8171881	chrX:27270238-27270352	3.47703	3.59311	3.51868	3.50855	3.59448	3.51959
8171883	PPP4R3CP	5.426	5.38613	5.29107	5.03532	5.09621	5.23743
8171885	DCAF8L1	6.2931	6.48893	6.4175	6.13915	6.288	6.17399
8171890	chrX:29000969-29001087	6.90116	6.97231	6.87408	7.05901	6.69175	6.71161
8171892	NR0B1	6.0958	6.22768	6.0464	5.96883	6.07639	6.05226
8171896	CXorf21	4.03441	4.09636	4.04222	4.0386	4.02213	4.21983
8171901	TAB3	10.0235	10.3149	10.2813	10.427	10.4349	10.439
8171917	FTHL17	7.87364	7.96801	7.87341	8.15592	8.30644	8.09183
8171921	DMD	6.37219	6.49667	6.56005	6.6074	6.71626	6.7516
8172017	FAM47A	6.07833	5.97545	6.18385	5.79407	5.84172	6.4237
8172022	TMEM47	5.73289	5.61418	5.54089	5.49494	5.62401	5.58238
8172026	chrX:36040056-36040162	5.64729	5.70765	5.0102	5.88145	5.32175	5.13072
8172028	chrX:36980269-36981498	11.1137	11.0591	11.1531	11.2845	11.4727	11.1564
8172030	FTH1P18	8.13196	8.00148	8.01338	7.78003	8.02311	8.12981
8172032	chrX:37400374-37401340	6.48079	6.26151	6.71888	6.56558	6.22742	7.28514
8172035	DYNLT3	8.38118	8.82525	8.91962	8.30619	8.6389	8.75632
8172043	SRPX	6.68674	6.96781	6.89714	6.79619	6.49897	6.60527
8172056	RPGR	5.98106	6.09994	5.97013	5.7908	5.71045	5.69507
8172082	chrX:38167368-38167493	4.49129	4.13943	4.21388	4.19735	4.00437	4.05617
8172084	chrX:38940433-38940538	3.49833	3.49833	3.5792	3.53758	3.48642	3.50036
8172086	chrX:39645778-39646077	8.45366	8.31774	8.10836	8.08997	8.30485	8.20242
8172088	BCOR	8.99621	8.88413	8.87264	9.03867	8.99384	8.91055
8172110	CXorf38	8.27578	8.47675	8.34454	8.33414	8.3516	8.32962
8172119	MED14	10.9396	10.9269	11.1077	11.2282	10.9564	11.1037
8172154	RPS2	13.1487	13.2781	13.3121	13.0505	13.1759	13.0966
8172156	chrX:41204831-41205129	6.86602	6.86003	6.64728	6.76368	6.89674	6.88904
8172158	CASK	10.6581	10.891	10.9897	10.2654	10.0619	10.013
8172189	chrX:41430176-41430282	3.9037	3.78201	3.83698	3.91062	3.90315	3.76935
8172191	chrX:41542421-41542719	9.26756	9.12206	8.99709	8.98998	9.13998	9.38842
8172193	chrX:41998677-41998783	3.88205	4.01334	3.94935	3.9507	3.91143	3.97188
8172195	chrX:42033532-42033638	4.6359	3.86075	4.59763	4.96083	3.92296	4.5367
8172197	PPP1R2P9	6.92319	6.88393	6.7488	6.80864	6.89624	7.14047
8172204	MAOB	5.52916	5.57401	5.50662	5.76095	5.66991	5.6456
8172220	NDP	6.14956	6.10589	5.91454	5.93875	5.81959	6.19377
8172225	EFHC2	4.79251	4.72498	4.75342	4.67734	4.72186	4.76525
8172244	FUNDC1	8.79207	8.92556	9.01367	8.81026	9.15082	9.11683
8172252	chrX:44632019-44632308	4.82091	4.96602	4.87739	4.85476	5.02332	4.98982
8172254	CXorf36	5.72007	5.77952	5.78844	5.68115	5.73028	5.72318
8172266	MIR221	6.48583	6.23863	5.99978	6.82295	6.3322	6.22222
8172268	MIR222	5.70547	5.27322	5.23242	5.77904	5.21109	5.30726
8172270	chrX:45621122-45621210	6.10379	5.46886	5.54678	6.23831	5.61734	5.45584
8172272	chrX:45752346-45752415	3.73165	3.72836	3.7412	3.71915	3.71915	3.78705
8172274	ZNF674	7.21025	7.09139	7.28544	6.82343	6.43877	6.76554
8172280	SLC9A7	9.25186	9.16941	9.2169	9.35761	9.28031	9.15761
8172296	NDUFB11	10.7116	10.901	11.046	11.0323	11.3482	11.425
8172305	chrX:47211246-47211348	5.00966	4.72001	4.32835	5.24021	4.69553	4.34194
8172307	ZNF41	7.43064	7.36392	7.37988	7.31528	7.55877	7.42242
8172317	SYN1	7.45599	7.43421	7.39603	7.39128	7.2903	7.57718
8172333	CFP	7.51326	7.54612	7.44643	7.30139	7.33402	7.57711
8172345	ELK1	9.02974	8.93584	9.12146	8.74347	8.9354	8.95003
8172358	UXT	9.47413	10.022	9.78369	9.31099	9.67764	9.63372
8172367	chrX:47749439-47749802	5.8942	6.01682	5.85959	5.88243	6.07249	5.9285
8172369	ZNF182	7.11774	7.0469	7.11369	7.21814	6.99682	7.03812
8172379	ZNF630	7.36689	7.34813	7.30838	7.34007	7.17158	7.30834
8172387	SSX5	4.8061	4.66052	4.81427	4.71033	4.85536	4.74542
8172395	chrX:48136144-48137013	5.14603	5.01623	4.94984	4.89097	4.92781	5.14535
8172399	chrX:48154885-48165675	4.34468	4.49915	4.17736	4.20717	4.13286	4.40999
8172406	SSX3	5.39644	5.40956	5.35542	5.46355	5.30887	5.44564
8172415	SSX2B	5.23146	5.29278	5.1886	5.22787	5.29968	5.24639
8172425	SLC38A5	6.55308	6.51131	6.36901	6.23564	6.08725	6.52139
8172443	chrX:48420513-48420630	8.57303	8.51728	8.38927	8.58179	8.36346	8.52149
8172445	chrX:48582857-48582966	4.37904	4.21013	4.31444	4.28266	4.35686	4.23087
8172447	PCSK1N	9.17715	9.17668	9.24895	9.14664	9.37823	9.3969
8172453	TIMM17B	8.86858	9.05605	9.06723	8.87073	9.01971	9.03833
8172460	SLC35A2	8.82652	9.20326	8.98374	8.68372	8.96819	8.88066
8172471	PIM2	7.98285	7.99509	8.00685	8.02229	8.11656	8.32829
8172478	OTUD5	8.33233	8.39021	8.28503	7.99263	8.31423	8.29054
8172493	KCND1	6.59344	6.61904	6.47774	6.41018	6.46151	6.54743
8172504	GRIPAP1	7.76282	7.59905	7.5161	7.52561	7.56043	7.34761
8172520	TFE3	9.07243	9.16809	9.28122	8.63912	8.95021	8.97576
8172531	PRAF2	8.74042	8.90875	8.89111	8.96998	8.96044	8.95198
8172538	WDR45	8.42664	8.70017	8.72345	8.31487	8.55578	8.46843
8172548	GPKOW	9.06007	9.4071	9.3933	8.95465	9.20083	9.03965
8172561	PRICKLE3	8.32564	8.49112	8.50872	8.40551	8.41205	8.52321
8172573	SYP	6.88805	6.98254	6.83104	6.81931	6.64523	6.96062
8172580	CACNA1F	6.63119	6.65771	6.62861	6.55817	6.6105	6.8314
8172631	FOXP3	7.96896	7.91337	7.81484	8.02798	7.93519	8.14644
8172647	PAGE1	6.0839	6.04466	5.92265	6.04688	5.82115	5.90928
8172654	USP27X-AS1	8.01686	7.67091	7.45768	7.7697	7.39694	8.02225
8172656	chrX:49709952-49710053	6.40977	6.42881	5.98309	6.28782	6.03471	6.4475
8172658	chrX:49935843-49935941	5.27451	5.09705	5.3315	5.48692	5.24527	4.91929
8172660	AKAP4	5.51323	5.70292	5.63079	5.59265	5.5026	5.50709
8172670	DGKK	5.47235	5.79347	5.59005	5.7798	5.63621	5.88489
8172698	SHROOM4	6.16519	6.27323	6.13722	6.0806	6.0368	6.09203
8172708	NUDT11	4.76118	4.84829	4.67029	4.68379	4.73706	4.6577
8172711	chrX:51306112-51306183	6.59883	6.7863	6.71731	6.5417	6.73862	6.86577
8172713	chrX:51360943-51361725	10.1013	10.1485	10.1805	10.0184	10.1463	10.2534
8172715	CENPVL2	8.30545	8.31763	8.2514	8.1618	8.37845	8.38713
8172717	chrX:51613813-51613905	4.71508	4.63719	4.63498	4.45571	4.63498	4.6998
8172719	LOC100129860	6.44947	6.65603	6.39107	6.5462	6.31142	6.49956
8172722	MAGED4	7.09907	7.31358	7.09673	7.16722	7.1394	7.40636
8172739	XAGE1B	null	null	null	null	null	null
8172749	XAGE2	5.92785	6.04601	5.82177	6.02948	5.90118	6.19072
8172757	XAGE1B	null	null	null	null	null	null
8172766	XAGE1B	6.09962	6.02942	5.88956	5.97505	6.02677	6.09338
8172776	chrX:52635613-52640808	6.00278	5.90738	5.91935	5.90053	6.08298	5.95113
8172781	SSX7	6.74602	6.85031	6.39584	6.71827	6.36545	6.91003
8172787	SSX2B	5.75203	5.85371	5.74655	5.75463	5.77332	5.95146
8172800	SPANXN5	5.60908	5.48614	5.70184	5.60308	5.48479	5.69204
8172803	chrX:52853316-52858317	6.08621	6.41172	5.99672	6.04033	5.97805	6.43656
8172806	XAGE3	8.2695	8.53067	8.21463	8.18147	8.19903	8.42654
8172813	FAM156B	8.3913	7.96935	8.08424	8.22033	8.24092	7.94664
8172827	KDM5C	9.85279	9.69886	9.76787	9.41408	9.44635	9.26935
8172858	IQSEC2	8.00497	7.93664	8.05071	7.81436	7.68778	7.9267
8172876	SMC1A	9.63832	9.66796	9.50551	9.97688	9.89527	9.82555
8172905	HSD17B10	9.87781	10.0104	9.95984	9.63128	10.3043	9.89656
8172914	HUWE1	11.7817	11.3819	11.4367	11.5896	11.0311	11.057
8173005	MIR98	4.50012	4.23816	4.13969	4.64054	4.53206	4.53812
8173007	MIRLET7F2	4.52379	4.35133	4.3374	4.30732	4.65064	4.55138
8173009	PHF8	9.26196	9.23491	9.30155	8.98985	8.93127	8.76377
8173039	chrX:54091309-54091399	3.47386	3.69748	3.68469	3.56711	3.58799	3.6062
8173041	FAM120C	7.1273	6.89091	7.04321	7.48683	7.34141	7.68218
8173059	WNK3	7.27561	7.16592	7.30872	7.58192	7.47712	7.24989
8173086	FGD1	8.67695	8.51907	8.57592	8.62906	8.66694	8.63061
8173106	ITIH6	6.91795	6.9355	6.79413	6.98375	6.77307	6.97124
8173120	PFKFB1	5.66958	5.72751	5.50329	5.68503	5.67397	5.53985
8173135	ALAS2	7.08712	7.153	6.91239	7.00806	6.79685	6.91536
8173148	FAM104B	6.69319	7.05925	6.98693	6.9023	7.09595	7.09339
8173154	chrX:55205500-55205560	3.66562	3.68005	3.7389	3.74788	3.92033	3.75687
8173156	chrX:55206597-55206664	8.90013	7.4406	8.11921	9.34245	9.16092	8.86263
8173158	chrX:55206735-55206802	3.36206	3.33033	3.46419	3.43643	3.4416	3.54404
8173160	chrX:55207755-55207829	3.98637	4.02627	4.03215	4.03371	4.06825	3.96239
8173162	chrX:55209368-55209436	4.64971	4.69414	4.65053	5.2411	4.9244	5.09839
8173164	chrX:55210102-55210369	6.10865	5.98055	5.86716	6.15403	6.04924	6.01508
8173166	chrX:55210388-55210459	5.63124	5.61872	5.52645	5.81286	5.44445	5.88739
8173168	PAGE3	5.19487	5.32875	5.24916	5.20244	5.24134	5.36697
8173174	USP51	7.23726	6.97034	6.73989	7.30425	7.00964	7.16497
8173176	XAGE-4	6.18214	6.52792	6.09563	6.16009	6.51118	6.43248
8173179	UQCRBP1	6.90272	6.91887	6.93912	7.03017	7.40679	6.83207
8173181	SPIN3	9.35296	9.67689	9.7578	9.10689	9.09204	8.82121
8173189	SPIN2B	8.42521	8.79764	8.63147	8.34647	8.6269	8.45467
8173198	SPIN2A	5.1424	5.38535	5.55596	5.36727	5.38935	5.70343
8173201	ZXDA	10.1031	10.201	10.5375	9.90212	10.1555	10.6957
8173204	chrX:62057860-62057924	8.04272	8.05377	8.01671	8.04907	8.12204	7.95899
8173206	chrX:62519116-62519551	9.31502	9.63852	9.30334	9.59771	9.8216	9.5632
8173208	SPIN4	11.268	10.9679	11.0174	11.5521	11.4658	11.4564
8173217	ARHGEF9	10.6924	10.1822	10.0997	11.2393	10.8621	10.9676
8173232	AMER1	8.87894	8.77775	8.70913	8.89132	8.68518	8.50686
8173238	ASB12	5.31327	5.29546	5.35492	5.15543	5.11635	5.64623
8173245	MTMR8	5.3934	5.36477	5.47862	5.30261	5.25745	5.39067
8173261	ZC4H2	6.26081	6.14946	6.21425	6.33661	6.1778	6.22355
8173269	LAS1L	10.1679	10.4989	10.2799	9.92579	10.2397	10.0231
8173287	VSIG4	6.22276	6.4443	6.22461	6.49835	6.25878	6.35786
8173299	EDA2R	6.34503	6.22309	6.25441	6.3042	6.27169	6.19847
8173308	chrX:65896100-65896205	3.56807	3.55743	3.59326	3.59634	3.76115	3.64792
8173310	OPHN1	9.67532	9.35057	9.31627	9.51759	8.99726	8.9402
8173338	chrX:67759284-67759391	5.85007	5.67856	5.49852	6.29961	5.28403	5.69284
8173340	PJA1	7.74548	7.91441	7.7411	7.88789	8.03371	7.85357
8173349	AWAT2	6.63202	6.49173	6.42986	6.68302	6.47858	6.5568
8173358	chrX:69347267-69347336	3.91277	3.77776	3.77285	3.86293	3.87953	4.01162
8173360	chrX:69347339-69347391	4.71786	4.73497	4.74547	5.18314	5.04501	4.58873
8173362	chrX:69347392-69347461	3.88722	3.70928	3.69256	3.87078	3.86334	3.75316
8173364	chrX:69441856-69442166	7.0901	7.11165	6.86856	6.78292	6.78917	6.88134
8173366	P2RY4	7.32279	7.25473	7.08038	7.44671	7.18976	7.28395
8173373	PDZD11	7.38415	7.546	7.65474	7.71024	7.85438	8.18823
8173381	TEX11	4.45755	4.56804	4.61926	4.58278	4.36206	4.6881
8173412	chrX:70065931-70066145	4.75047	4.72591	4.7107	4.77025	4.56948	4.80062
8173414	SLC7A3	5.99744	6.17763	5.83402	5.96433	6.03908	6.20061
8173428	chrX:70240126-70240283	8.26502	8.01067	7.77899	8.14369	7.99994	8.26084
8173430	SNX12	9.77868	10.0468	9.65392	9.89544	10.1381	9.98537
8173437	CXorf65	6.19015	6.26921	6.11126	6.05822	6.21576	6.14449
8173444	IL2RG	6.91028	6.91727	6.90474	7.51018	7.22795	7.4324
8173457	ZMYM3	9.69914	9.49901	9.7139	10.259	9.88418	9.86259
8173486	INGX	7.77564	8.01943	8.02191	7.74916	7.7516	7.74675
8173493	CXCR3	7.73012	7.94379	7.84981	7.94557	7.69585	7.98485
8173501	chrX:71185821-71185927	3.97545	3.7838	3.77531	4.32605	3.87696	3.94677
8173503	RGAG4	6.47932	6.35498	6.28136	6.09917	6.47681	6.28962
8173506	ERCC6L	6.10107	5.7521	5.53423	6.23486	6.40875	6.24272
8173513	RPS4X	12.6314	12.8967	12.9899	12.4444	12.7897	12.6016
8173522	chrX:71504797-71504896	6.08159	5.57987	5.81772	5.63609	6.0723	5.43277
8173524	CITED1	6.89692	6.94061	6.89134	6.92075	6.93113	7.09417
8173531	HDAC8	10.3481	10.7221	10.4481	10.8034	10.8214	10.9871
8173549	chrX:71596829-71597019	5.74893	5.6912	5.34583	6.20837	5.48952	5.34079
8173551	PHKA1	10.0273	9.95601	9.93246	9.54819	9.48514	9.35316
8173579	chrX:71945976-71946190	3.89604	3.94499	3.95372	3.99223	3.75213	4.01862
8173581	chrX:71960530-71960693	6.25799	6.40919	6.33816	6.1798	6.21519	6.45716
8173583	DMRTC1B	7.21199	7.26382	7.11623	7.24479	7.08033	7.14027
8173596	PABPC1L2B	7.56898	7.6182	7.46597	7.60868	7.7226	7.95368
8173600	NAP1L2	4.82679	4.94386	4.8562	4.77611	4.78061	5.02113
8173605	chrX:72617370-72617473	4.82604	4.87775	4.62605	4.73086	4.91129	5.06002
8173607	chrX:73462444-73462739	10.6145	9.11864	9.28617	10.7213	9.60091	9.22937
8173609	chrX:73616704-73617156	5.90742	5.81688	6.00338	5.74741	6.2147	5.63187
8173611	chrX:73673426-73673628	6.21316	6.2273	5.96454	5.90298	6.09828	6.24394
8173613	RLIM	11.7248	11.6181	11.5904	11.8431	11.5219	11.2889
8173615	RLIM	10.1937	10.162	10.3422	10.0463	9.99421	9.77357
8173621	KIAA2022	6.08357	6.03965	5.95632	6.08298	5.99674	6.10582
8173627	chrX:74268623-74268748	5.33485	4.60562	4.89332	6.02846	4.84804	4.88134
8173629	ABCB7	9.90449	9.90838	9.88843	9.89272	9.89851	9.84774
8173647	ZDHHC15	4.71488	4.78868	4.80415	4.75974	4.78775	4.71001
8173665	MAGEE2	5.37353	5.3486	5.40582	5.41637	5.17031	5.45548
8173671	chrX:75875439-75875528	6.45209	6.42356	6.48482	6.75152	6.63359	6.64925
8173673	ATRX	9.87499	9.84666	9.92013	9.75741	9.55878	9.54865
8173713	MAGT1	10.2634	10.1868	10.1287	10.3824	10.4498	10.2862
8173729	PGAM4	null	null	null	null	null	null
8173732	TAF9B	null	null	null	null	null	null
8173745	CYSLTR1	4.66968	4.62125	4.61259	5.11531	4.6255	4.59884
8173752	ZCCHC5	5.40388	5.58534	5.31438	5.37657	5.46881	5.47274
8173755	ITM2A	5.41882	5.35014	5.26472	5.2196	5.29405	5.51892
8173766	BRWD3	9.81216	9.343	9.44344	10.2358	9.74371	9.58462
8173812	HMGN5	4.97474	5.07292	4.9527	5.02291	4.84589	4.96078
8173823	chrX:81256669-81256776	4.22254	3.93446	3.94347	4.04222	3.81401	3.86638
8173825	RPS6KA6	4.45701	4.60104	4.48155	4.46344	4.63049	4.53544
8173848	HDX	5.24075	5.33262	5.16365	5.20813	5.31934	5.39498
8173862	SATL1	5.32373	5.44196	5.45725	5.461	5.34641	5.51518
8173869	POF1B	4.47808	4.66145	4.54862	4.64228	4.62787	4.57578
8173890	chrX:84565080-84565156	4.56955	4.70308	4.71035	4.7698	4.80506	4.68921
8173892	CHM	7.49226	7.8034	7.79588	7.7203	7.55493	7.63969
8173912	RPSAP15	8.49725	8.48039	8.77384	8.15317	8.54743	8.26921
8173915	chrX:89852234-89852339	3.69754	3.71429	3.60066	3.6523	3.81975	3.73097
8173917	NAP1L3	5.1634	5.54843	5.29464	5.12671	5.42177	5.37836
8173922	chrX:93258831-93258921	3.45399	3.42146	3.57443	3.54616	3.56411	3.46296
8173924	chrX:93574158-93574266	5.43503	5.62959	5.4062	5.58299	5.39949	5.49371
8173926	chrX:95665549-95665781	5.72714	5.61973	5.63479	5.73049	5.54856	5.91156
8173928	chrX:95956508-95956618	3.4258	3.5032	3.55459	3.5623	3.78681	3.6293
8173930	DIAPH2-AS1	5.51115	5.45234	5.60303	5.44128	5.29538	5.71933
8173933	PCDH19	5.26869	5.45216	5.46252	6.00585	5.37632	5.42028
8173941	TSPAN6	10.6138	10.6706	10.7399	11.2266	11.1079	11.1138
8173955	SYTL4	7.87155	7.61547	7.39407	8.48637	7.96659	7.90017
8173977	chrX:100077609-100077741	6.23454	5.88375	5.71297	5.89951	5.62267	5.87964
8173979	NOX1	5.38611	5.29638	5.13853	5.36856	5.12196	5.45566
8173999	XKRX	5.83021	5.88231	5.99341	5.91083	6.06717	6.00751
8174005	TRMT2B	9.39185	9.53533	9.44601	9.64746	9.82096	9.77059
8174026	YWHAQP8	10.2541	10.4211	10.4648	10.3925	10.7342	10.5725
8174029	TAF7L	6.71619	6.63388	6.52953	6.19177	6.2743	6.36065
8174045	chrX:100543909-100543999	3.96777	3.99238	3.95196	4.04449	4.0049	4.04126
